List,Name,ID,Feature Type
Astrocyte,CPE,ENSG00000109472,Gene Expression
Astrocyte,ALDOC,ENSG00000109107,Gene Expression
Astrocyte,CLU,ENSG00000120885,Gene Expression
Astrocyte,SLC1A3,ENSG00000079215,Gene Expression
Astrocyte,AQP4,ENSG00000171885,Gene Expression
Astrocyte,ATP1A2,ENSG00000018625,Gene Expression
Astrocyte,GLUL,ENSG00000135821,Gene Expression
Astrocyte,ETNPPL,ENSG00000164089,Gene Expression
Astrocyte,NTRK2,ENSG00000148053,Gene Expression
Astrocyte,SERPINA3,ENSG00000196136,Gene Expression
Astrocyte,AGT,ENSG00000135744,Gene Expression
Astrocyte,SERPINE2,ENSG00000135919,Gene Expression
Astrocyte,ADGRV1,ENSG00000164199,Gene Expression
Astrocyte,PLPP3,ENSG00000162407,Gene Expression
Astrocyte,MGST1,ENSG00000008394,Gene Expression
Astrocyte,GPM6A,ENSG00000150625,Gene Expression
Astrocyte,DKK3,ENSG00000050165,Gene Expression
Astrocyte,FAM107A,ENSG00000168309,Gene Expression
Astrocyte,TSPAN7,ENSG00000156298,Gene Expression
Astrocyte,GPRC5B,ENSG00000167191,Gene Expression
Astrocyte,ITM2C,ENSG00000135916,Gene Expression
Astrocyte,WIF1,ENSG00000156076,Gene Expression
Astrocyte,GJA1,ENSG00000152661,Gene Expression
Astrocyte,NDRG2,ENSG00000165795,Gene Expression
Astrocyte,CXCL8,ENSG00000169429,Gene Expression
Astrocyte,IGFBP7,ENSG00000163453,Gene Expression
Astrocyte,F3,ENSG00000117525,Gene Expression
Astrocyte,CLDN10,ENSG00000134873,Gene Expression
Astrocyte,ATP1B2,ENSG00000129244,Gene Expression
Astrocyte,CST3,ENSG00000101439,Gene Expression
Astrocyte,AHCYL1,ENSG00000168710,Gene Expression
Astrocyte,CSRP1,ENSG00000159176,Gene Expression
Astrocyte,TTYH1,ENSG00000167614,Gene Expression
Astrocyte,TPD52L1,ENSG00000111907,Gene Expression
Astrocyte,DTNA,ENSG00000134769,Gene Expression
Astrocyte,GJB6,ENSG00000121742,Gene Expression
Astrocyte,PTGDS,ENSG00000107317,Gene Expression
Astrocyte,GRAMD2B,ENSG00000155324,Gene Expression
Astrocyte,GPR37L1,ENSG00000170075,Gene Expression
Astrocyte,HTRA1,ENSG00000166033,Gene Expression
Astrocyte,SCG3,ENSG00000104112,Gene Expression
Astrocyte,CNN3,ENSG00000117519,Gene Expression
Astrocyte,S100B,ENSG00000160307,Gene Expression
Astrocyte,SLC25A18,ENSG00000182902,Gene Expression
Astrocyte,MGLL,ENSG00000074416,Gene Expression
Astrocyte,TSC22D1,ENSG00000102804,Gene Expression
Astrocyte,TUBB2B,ENSG00000137285,Gene Expression
Astrocyte,GPM6B,ENSG00000046653,Gene Expression
Oligodendrocyte,PLP1,ENSG00000123560,Gene Expression
Oligodendrocyte,PTGDS,ENSG00000107317,Gene Expression
Oligodendrocyte,PPP1R14A,ENSG00000167641,Gene Expression
Oligodendrocyte,MBP,ENSG00000197971,Gene Expression
Oligodendrocyte,TF,ENSG00000091513,Gene Expression
Oligodendrocyte,CNP,ENSG00000173786,Gene Expression
Oligodendrocyte,QDPR,ENSG00000151552,Gene Expression
Oligodendrocyte,CLDND1,ENSG00000080822,Gene Expression
Oligodendrocyte,MAG,ENSG00000105695,Gene Expression
Oligodendrocyte,APLP1,ENSG00000105290,Gene Expression
Oligodendrocyte,SELENOP,ENSG00000250722,Gene Expression
Oligodendrocyte,CLDN11,ENSG00000013297,Gene Expression
Oligodendrocyte,CRYAB,ENSG00000109846,Gene Expression
Oligodendrocyte,APOD,ENSG00000189058,Gene Expression
Oligodendrocyte,ERMN,ENSG00000136541,Gene Expression
Oligodendrocyte,CNDP1,ENSG00000150656,Gene Expression
Oligodendrocyte,TMEM144,ENSG00000164124,Gene Expression
Oligodendrocyte,S100B,ENSG00000160307,Gene Expression
Oligodendrocyte,S100A1,ENSG00000160678,Gene Expression
Oligodendrocyte,GSN,ENSG00000148180,Gene Expression
Oligodendrocyte,SCD,ENSG00000099194,Gene Expression
Oligodendrocyte,TUBB4A,ENSG00000104833,Gene Expression
Oligodendrocyte,GPM6B,ENSG00000046653,Gene Expression
Oligodendrocyte,KLK6,ENSG00000167755,Gene Expression
Oligodendrocyte,SLC44A1,ENSG00000070214,Gene Expression
Oligodendrocyte,RNASE1,ENSG00000129538,Gene Expression
Oligodendrocyte,FEZ1,ENSG00000149557,Gene Expression
Oligodendrocyte,SEPTIN4,ENSG00000108387,Gene Expression
Oligodendrocyte,MOG,ENSG00000204655,Gene Expression
Oligodendrocyte,ENPP2,ENSG00000136960,Gene Expression
Oligodendrocyte,MOBP,ENSG00000168314,Gene Expression
Oligodendrocyte,EDIL3,ENSG00000164176,Gene Expression
Oligodendrocyte,CAMK2N1,ENSG00000162545,Gene Expression
Oligodendrocyte,ATP1B1,ENSG00000143153,Gene Expression
Oligodendrocyte,SLAIN1,ENSG00000139737,Gene Expression
Oligodendrocyte,PLAAT3,ENSG00000176485,Gene Expression
Oligodendrocyte,LARP6,ENSG00000166173,Gene Expression
Oligodendrocyte,CA2,ENSG00000104267,Gene Expression
Oligodendrocyte,ABCA2,ENSG00000107331,Gene Expression
Oligodendrocyte,LHPP,ENSG00000107902,Gene Expression
Oligodendrocyte,NKX6-2,ENSG00000148826,Gene Expression
Oligodendrocyte,ANLN,ENSG00000011426,Gene Expression
Oligodendrocyte,PIP4K2A,ENSG00000150867,Gene Expression
Oligodendrocyte,PLEKHB1,ENSG00000021300,Gene Expression
Oligodendrocyte,PLLP,ENSG00000102934,Gene Expression
Oligodendrocyte,AMER2,ENSG00000165566,Gene Expression
Oligodendrocyte,EFHD1,ENSG00000115468,Gene Expression
Oligodendrocyte,MAL,ENSG00000172005,Gene Expression
Oligodendrocyte,TTLL7,ENSG00000137941,Gene Expression
Oligodendrocyte,CNTN2,ENSG00000184144,Gene Expression
OPC,APOD,ENSG00000189058,Gene Expression
OPC,VCAN,ENSG00000038427,Gene Expression
OPC,ALDOC,ENSG00000109107,Gene Expression
OPC,HTRA1,ENSG00000166033,Gene Expression
OPC,BCAN,ENSG00000132692,Gene Expression
OPC,TSPAN7,ENSG00000156298,Gene Expression
OPC,PLLP,ENSG00000102934,Gene Expression
OPC,SCD5,ENSG00000145284,Gene Expression
OPC,MEG3,ENSG00000214548,Gene Expression
OPC,CDR1,ENSG00000184258,Gene Expression
OPC,PTPRZ1,ENSG00000106278,Gene Expression
OPC,SPOCK1,ENSG00000152377,Gene Expression
OPC,TNR,ENSG00000116147,Gene Expression
OPC,DNER,ENSG00000187957,Gene Expression
OPC,PDZD2,ENSG00000133401,Gene Expression
OPC,MEGF11,ENSG00000157890,Gene Expression
OPC,NRCAM,ENSG00000091129,Gene Expression
OPC,TSC22D1,ENSG00000102804,Gene Expression
OPC,GPR17,ENSG00000144230,Gene Expression
OPC,SLC22A17,ENSG00000092096,Gene Expression
OPC,SULF2,ENSG00000196562,Gene Expression
OPC,EPN2,ENSG00000072134,Gene Expression
OPC,OLIG1,ENSG00000184221,Gene Expression
OPC,PDGFRA,ENSG00000134853,Gene Expression
OPC,GPRC5B,ENSG00000167191,Gene Expression
OPC,SLC1A2,ENSG00000110436,Gene Expression
OPC,SEMA5A,ENSG00000112902,Gene Expression
OPC,ATCAY,ENSG00000167654,Gene Expression
OPC,ZNF462,ENSG00000148143,Gene Expression
OPC,SERPINE2,ENSG00000135919,Gene Expression
OPC,CSPG4,ENSG00000173546,Gene Expression
OPC,NCAM1,ENSG00000149294,Gene Expression
OPC,CD82,ENSG00000085117,Gene Expression
OPC,SNX22,ENSG00000157734,Gene Expression
OPC,OMG,ENSG00000126861,Gene Expression
OPC,FXYD6,ENSG00000137726,Gene Expression
OPC,HIP1R,ENSG00000130787,Gene Expression
OPC,SDC3,ENSG00000162512,Gene Expression
OPC,GPR37L1,ENSG00000170075,Gene Expression
OPC,GPM6A,ENSG00000150625,Gene Expression
OPC,CHL1,ENSG00000134121,Gene Expression
OPC,LHFPL3,ENSG00000187416,Gene Expression
OPC,SMOC1,ENSG00000198732,Gene Expression
OPC,GRIA2,ENSG00000120251,Gene Expression
OPC,SLC6A1,ENSG00000157103,Gene Expression
OPC,MTSS1,ENSG00000170873,Gene Expression
OPC,CA10,ENSG00000154975,Gene Expression
OPC,MSMO1,ENSG00000052802,Gene Expression
OPC,SLC35F1,ENSG00000196376,Gene Expression
OPC,THY1,ENSG00000154096,Gene Expression
RG,SOX4,ENSG00000124766,Gene Expression
RG,HES1,ENSG00000114315,Gene Expression
RG,H2AZ1,ENSG00000164032,Gene Expression
RG,EMX2,ENSG00000170370,Gene Expression
RG,MIR9-1HG,ENSG00000125462,Gene Expression
RG,H4C3,ENSG00000197061,Gene Expression
RG,HMGB2,ENSG00000164104,Gene Expression
RG,STMN1,ENSG00000117632,Gene Expression
RG,CENPW,ENSG00000203760,Gene Expression
RG,TUBB,ENSG00000196230,Gene Expression
RG,TUBA1A,ENSG00000167552,Gene Expression
RG,LINC01551,ENSG00000186960,Gene Expression
RG,PTTG1,ENSG00000164611,Gene Expression
RG,PCLAF,ENSG00000166803,Gene Expression
RG,CENPF,ENSG00000117724,Gene Expression
RG,HMGB3,ENSG00000029993,Gene Expression
RG,TMSB15A,ENSG00000158164,Gene Expression
RG,KPNA2,ENSG00000182481,Gene Expression
RG,TMEM161B-AS1,ENSG00000247828,Gene Expression
RG,FABP7,ENSG00000164434,Gene Expression
RG,SOX11,ENSG00000176887,Gene Expression
RG,TOP2A,ENSG00000131747,Gene Expression
RG,TUBA1B,ENSG00000123416,Gene Expression
RG,CKS1B,ENSG00000173207,Gene Expression
RG,NUSAP1,ENSG00000137804,Gene Expression
RG,UBE2T,ENSG00000077152,Gene Expression
RG,TAGLN3,ENSG00000144834,Gene Expression
RG,KNOP1,ENSG00000103550,Gene Expression
RG,RBM4,ENSG00000173933,Gene Expression
RG,HSP90AA1,ENSG00000080824,Gene Expression
RG,LIX1,ENSG00000145721,Gene Expression
RG,STMN4,ENSG00000015592,Gene Expression
RG,PEG10,ENSG00000242265,Gene Expression
RG,CSRP2,ENSG00000175183,Gene Expression
RG,CCNB2,ENSG00000157456,Gene Expression
RG,NNAT,ENSG00000053438,Gene Expression
RG,PHGDH,ENSG00000092621,Gene Expression
RG,HMGN2,ENSG00000198830,Gene Expression
RG,CDK1,ENSG00000170312,Gene Expression
RG,BIRC5,ENSG00000089685,Gene Expression
RG,CKS2,ENSG00000123975,Gene Expression
RG,GINS2,ENSG00000131153,Gene Expression
RG,MAP1B,ENSG00000131711,Gene Expression
RG,MSMO1,ENSG00000052802,Gene Expression
RG,TLE4,ENSG00000106829,Gene Expression
RG,ACAT2,ENSG00000120437,Gene Expression
RG,MCM7,ENSG00000166508,Gene Expression
RG,MLLT11,ENSG00000213190,Gene Expression
RG,PCNA,ENSG00000132646,Gene Expression
RG,C3orf14,ENSG00000114405,Gene Expression
Neuron,CXCL14,ENSG00000145824,Gene Expression
Neuron,MEG3,ENSG00000214548,Gene Expression
Neuron,CCK,ENSG00000187094,Gene Expression
Neuron,SNAP25,ENSG00000132639,Gene Expression
Neuron,RTN1,ENSG00000139970,Gene Expression
Neuron,CDR1,ENSG00000184258,Gene Expression
Neuron,TMEM130,ENSG00000166448,Gene Expression
Neuron,GAD1,ENSG00000128683,Gene Expression
Neuron,SCG2,ENSG00000171951,Gene Expression
Neuron,ALDOC,ENSG00000109107,Gene Expression
Neuron,TSPAN7,ENSG00000156298,Gene Expression
Neuron,CALB2,ENSG00000172137,Gene Expression
Neuron,SLC6A1,ENSG00000157103,Gene Expression
Neuron,SYNPR,ENSG00000163630,Gene Expression
Neuron,CNTNAP2,ENSG00000174469,Gene Expression
Neuron,NDRG4,ENSG00000103034,Gene Expression
Neuron,SYT1,ENSG00000067715,Gene Expression
Neuron,ENO2,ENSG00000111674,Gene Expression
Neuron,FXYD6,ENSG00000137726,Gene Expression
Neuron,DKK3,ENSG00000050165,Gene Expression
Neuron,NAP1L3,ENSG00000186310,Gene Expression
Neuron,FAIM2,ENSG00000135472,Gene Expression
Neuron,TUBB2A,ENSG00000137267,Gene Expression
Neuron,SPOCK1,ENSG00000152377,Gene Expression
Neuron,SLC22A17,ENSG00000092096,Gene Expression
Neuron,TUBB4A,ENSG00000104833,Gene Expression
Neuron,DNER,ENSG00000187957,Gene Expression
Neuron,UCHL1,ENSG00000154277,Gene Expression
Neuron,SCG5,ENSG00000166922,Gene Expression
Neuron,SYNGR3,ENSG00000127561,Gene Expression
Neuron,RCAN2,ENSG00000172348,Gene Expression
Neuron,RELN,ENSG00000189056,Gene Expression
Neuron,CAMK2B,ENSG00000058404,Gene Expression
Neuron,TAGLN3,ENSG00000144834,Gene Expression
Neuron,THY1,ENSG00000154096,Gene Expression
Neuron,MAP1B,ENSG00000131711,Gene Expression
Neuron,TSC22D1,ENSG00000102804,Gene Expression
Neuron,OLFM1,ENSG00000130558,Gene Expression
Neuron,STMN1,ENSG00000117632,Gene Expression
Neuron,TSPYL2,ENSG00000184205,Gene Expression
Neuron,ATP1B1,ENSG00000143153,Gene Expression
Neuron,CYFIP2,ENSG00000055163,Gene Expression
Neuron,RPH3A,ENSG00000089169,Gene Expression
Neuron,GAD2,ENSG00000136750,Gene Expression
Neuron,MAP1A,ENSG00000166963,Gene Expression
Neuron,PHYHIPL,ENSG00000165443,Gene Expression
Neuron,KIF1A,ENSG00000130294,Gene Expression
Neuron,DPP6,ENSG00000130226,Gene Expression
Neuron,SCN2A,ENSG00000136531,Gene Expression
Neuron,PCLO,ENSG00000186472,Gene Expression
Mono naive,S100A9,ENSG00000163220,Gene Expression
Mono naive,S100A8,ENSG00000143546,Gene Expression
Mono naive,LYZ,ENSG00000090382,Gene Expression
Mono naive,FCN1,ENSG00000085265,Gene Expression
Mono naive,VCAN,ENSG00000038427,Gene Expression
Mono naive,S100A4,ENSG00000196154,Gene Expression
Mono naive,S100A12,ENSG00000163221,Gene Expression
Mono naive,TIMP1,ENSG00000102265,Gene Expression
Mono naive,CTSS,ENSG00000163131,Gene Expression
Mono naive,LST1,ENSG00000204482,Gene Expression
Mono naive,CXCL2,ENSG00000081041,Gene Expression
Mono naive,CXCL8,ENSG00000169429,Gene Expression
Mono naive,MNDA,ENSG00000163563,Gene Expression
Mono naive,S100A6,ENSG00000197956,Gene Expression
Mono naive,SERPINA1,ENSG00000197249,Gene Expression
Mono naive,RP11-1143G9.4,ENSG00000257764,Gene Expression
Mono naive,EREG,ENSG00000124882,Gene Expression
Mono naive,BCL2A1,ENSG00000140379,Gene Expression
Mono naive,NAMPT,ENSG00000105835,Gene Expression
Mono naive,AIF1,ENSG00000204472,Gene Expression
Mono naive,TYMP,ENSG00000025708,Gene Expression
Mono naive,G0S2,ENSG00000123689,Gene Expression
Mono naive,CSTA,ENSG00000121552,Gene Expression
Mono naive,TYROBP,ENSG00000011600,Gene Expression
Mono naive,S100A10,ENSG00000197747,Gene Expression
Mono naive,STXBP2,ENSG00000076944,Gene Expression
Mono naive,S100A11,ENSG00000163191,Gene Expression
Mono naive,NFKBIA,ENSG00000100906,Gene Expression
Mono naive,IL1B,ENSG00000125538,Gene Expression
Mono naive,SRGN,ENSG00000122862,Gene Expression
Mono naive,AREG,ENSG00000109321,Gene Expression
Mono naive,THBS1,ENSG00000137801,Gene Expression
Mono naive,RETN,ENSG00000104918,Gene Expression
Mono naive,COTL1,ENSG00000103187,Gene Expression
Mono naive,SH3BGRL3,ENSG00000142669,Gene Expression
Mono naive,PLAUR,ENSG00000011422,Gene Expression
Mono naive,RGS2,ENSG00000116741,Gene Expression
Mono naive,CYBA,ENSG00000051523,Gene Expression
Mono naive,FGL2,ENSG00000127951,Gene Expression
Mono naive,PELATON,ENSG00000224397,Gene Expression
Mono naive,CEBPB,ENSG00000172216,Gene Expression
Mono naive,CFD,ENSG00000197766,Gene Expression
Mono naive,C1orf162,ENSG00000143110,Gene Expression
Mono naive,SLC2A3,ENSG00000059804,Gene Expression
Mono naive,FCER1G,ENSG00000158869,Gene Expression
Mono naive,SOD2,ENSG00000112096,Gene Expression
Mono naive,CD55,ENSG00000196352,Gene Expression
Mono naive,CXCL3,ENSG00000163734,Gene Expression
Mono naive,NEAT1,ENSG00000245532,Gene Expression
Mono naive,NCF2,ENSG00000116701,Gene Expression
Mono anti-infl,FTL,ENSG00000087086,Gene Expression
Mono anti-infl,LYZ,ENSG00000090382,Gene Expression
Mono anti-infl,CTSD,ENSG00000117984,Gene Expression
Mono anti-infl,PLTP,ENSG00000100979,Gene Expression
Mono anti-infl,GPNMB,ENSG00000136235,Gene Expression
Mono anti-infl,RNASE1,ENSG00000129538,Gene Expression
Mono anti-infl,CTSB,ENSG00000164733,Gene Expression
Mono anti-infl,CD163,ENSG00000177575,Gene Expression
Mono anti-infl,HLA-DRB1,ENSG00000196126,Gene Expression
Mono anti-infl,SELENOP,ENSG00000250722,Gene Expression
Mono anti-infl,CTSZ,ENSG00000101160,Gene Expression
Mono anti-infl,F13A1,ENSG00000124491,Gene Expression
Mono anti-infl,HLA-DRA,ENSG00000204287,Gene Expression
Mono anti-infl,MS4A6A,ENSG00000110077,Gene Expression
Mono anti-infl,CTSL,ENSG00000135047,Gene Expression
Mono anti-infl,CD14,ENSG00000170458,Gene Expression
Mono anti-infl,MS4A4A,ENSG00000110079,Gene Expression
Mono anti-infl,LGMN,ENSG00000100600,Gene Expression
Mono anti-infl,STAB1,ENSG00000010327,Gene Expression
Mono anti-infl,TXNIP,ENSG00000265972,Gene Expression
Mono anti-infl,S100A9,ENSG00000163220,Gene Expression
Mono anti-infl,HLA-DPB1,ENSG00000223865,Gene Expression
Mono anti-infl,GRN,ENSG00000030582,Gene Expression
Mono anti-infl,MRC1,ENSG00000260314,Gene Expression
Mono anti-infl,CTSS,ENSG00000163131,Gene Expression
Mono anti-infl,HMOX1,ENSG00000100292,Gene Expression
Mono anti-infl,MS4A7,ENSG00000166927,Gene Expression
Mono anti-infl,C1QA,ENSG00000173372,Gene Expression
Mono anti-infl,GLUL,ENSG00000135821,Gene Expression
Mono anti-infl,HLA-DPA1,ENSG00000231389,Gene Expression
Mono anti-infl,CD68,ENSG00000129226,Gene Expression
Mono anti-infl,AIF1,ENSG00000204472,Gene Expression
Mono anti-infl,FOLR2,ENSG00000165457,Gene Expression
Mono anti-infl,PSAP,ENSG00000197746,Gene Expression
Mono anti-infl,FCGRT,ENSG00000104870,Gene Expression
Mono anti-infl,CFD,ENSG00000197766,Gene Expression
Mono anti-infl,NPC2,ENSG00000119655,Gene Expression
Mono anti-infl,TGFBI,ENSG00000120708,Gene Expression
Mono anti-infl,DAB2,ENSG00000153071,Gene Expression
Mono anti-infl,S100A11,ENSG00000163191,Gene Expression
Mono anti-infl,FCER1G,ENSG00000158869,Gene Expression
Mono anti-infl,TYROBP,ENSG00000011600,Gene Expression
Mono anti-infl,C1QB,ENSG00000173369,Gene Expression
Mono anti-infl,FCGR3A,ENSG00000203747,Gene Expression
Mono anti-infl,CCL2,ENSG00000108691,Gene Expression
Mono anti-infl,FCGR2A,ENSG00000143226,Gene Expression
Mono anti-infl,HLA-DMA,ENSG00000204257,Gene Expression
Mono anti-infl,CYBA,ENSG00000051523,Gene Expression
Mono anti-infl,SLCO2B1,ENSG00000137491,Gene Expression
Mono hypoxia,CXCL3,ENSG00000163734,Gene Expression
Mono hypoxia,VCAN,ENSG00000038427,Gene Expression
Mono hypoxia,CXCL8,ENSG00000169429,Gene Expression
Mono hypoxia,CXCL2,ENSG00000081041,Gene Expression
Mono hypoxia,TIMP1,ENSG00000102265,Gene Expression
Mono hypoxia,S100A9,ENSG00000163220,Gene Expression
Mono hypoxia,CCL20,ENSG00000115009,Gene Expression
Mono hypoxia,C15orf48,ENSG00000166920,Gene Expression
Mono hypoxia,S100A8,ENSG00000143546,Gene Expression
Mono hypoxia,LYZ,ENSG00000090382,Gene Expression
Mono hypoxia,S100A10,ENSG00000197747,Gene Expression
Mono hypoxia,PLIN2,ENSG00000147872,Gene Expression
Mono hypoxia,G0S2,ENSG00000123689,Gene Expression
Mono hypoxia,FN1,ENSG00000115414,Gene Expression
Mono hypoxia,EREG,ENSG00000124882,Gene Expression
Mono hypoxia,FTH1,ENSG00000167996,Gene Expression
Mono hypoxia,SH3BGRL3,ENSG00000142669,Gene Expression
Mono hypoxia,NAMPT,ENSG00000105835,Gene Expression
Mono hypoxia,AREG,ENSG00000109321,Gene Expression
Mono hypoxia,BCL2A1,ENSG00000140379,Gene Expression
Mono hypoxia,SRGN,ENSG00000122862,Gene Expression
Mono hypoxia,TGFBI,ENSG00000120708,Gene Expression
Mono hypoxia,S100A4,ENSG00000196154,Gene Expression
Mono hypoxia,CCL2,ENSG00000108691,Gene Expression
Mono hypoxia,MARCO,ENSG00000019169,Gene Expression
Mono hypoxia,PLAUR,ENSG00000011422,Gene Expression
Mono hypoxia,SLC2A3,ENSG00000059804,Gene Expression
Mono hypoxia,LGALS1,ENSG00000100097,Gene Expression
Mono hypoxia,CEBPB,ENSG00000172216,Gene Expression
Mono hypoxia,S100A11,ENSG00000163191,Gene Expression
Mono hypoxia,CLEC5A,ENSG00000258227,Gene Expression
Mono hypoxia,THBS1,ENSG00000137801,Gene Expression
Mono hypoxia,IL1RN,ENSG00000136689,Gene Expression
Mono hypoxia,BTG1,ENSG00000133639,Gene Expression
Mono hypoxia,SERPINA1,ENSG00000197249,Gene Expression
Mono hypoxia,TYMP,ENSG00000025708,Gene Expression
Mono hypoxia,SAT1,ENSG00000130066,Gene Expression
Mono hypoxia,SLC11A1,ENSG00000018280,Gene Expression
Mono hypoxia,IL1B,ENSG00000125538,Gene Expression
Mono hypoxia,FBP1,ENSG00000165140,Gene Expression
Mono hypoxia,ALOX5AP,ENSG00000132965,Gene Expression
Mono hypoxia,FCER1G,ENSG00000158869,Gene Expression
Mono hypoxia,CD44,ENSG00000026508,Gene Expression
Mono hypoxia,MRC1,ENSG00000260314,Gene Expression
Mono hypoxia,FCN1,ENSG00000085265,Gene Expression
Mono hypoxia,ANPEP,ENSG00000166825,Gene Expression
Mono hypoxia,C1orf162,ENSG00000143110,Gene Expression
Mono hypoxia,ZFP36L1,ENSG00000185650,Gene Expression
Mono hypoxia,THBD,ENSG00000178726,Gene Expression
Mono hypoxia,S100A6,ENSG00000197956,Gene Expression
TAM-BDM hypoxia/MES,PLIN2,ENSG00000147872,Gene Expression
TAM-BDM hypoxia/MES,MT1G,ENSG00000125144,Gene Expression
TAM-BDM hypoxia/MES,CXCL8,ENSG00000169429,Gene Expression
TAM-BDM hypoxia/MES,CSTB,ENSG00000160213,Gene Expression
TAM-BDM hypoxia/MES,NUPR1,ENSG00000176046,Gene Expression
TAM-BDM hypoxia/MES,FTL,ENSG00000087086,Gene Expression
TAM-BDM hypoxia/MES,LGALS1,ENSG00000100097,Gene Expression
TAM-BDM hypoxia/MES,HMOX1,ENSG00000100292,Gene Expression
TAM-BDM hypoxia/MES,FTH1,ENSG00000167996,Gene Expression
TAM-BDM hypoxia/MES,SPP1,ENSG00000118785,Gene Expression
TAM-BDM hypoxia/MES,GPNMB,ENSG00000136235,Gene Expression
TAM-BDM hypoxia/MES,G0S2,ENSG00000123689,Gene Expression
TAM-BDM hypoxia/MES,ALOX5AP,ENSG00000132965,Gene Expression
TAM-BDM hypoxia/MES,TGFBI,ENSG00000120708,Gene Expression
TAM-BDM hypoxia/MES,CTSD,ENSG00000117984,Gene Expression
TAM-BDM hypoxia/MES,S100A10,ENSG00000197747,Gene Expression
TAM-BDM hypoxia/MES,CTSB,ENSG00000164733,Gene Expression
TAM-BDM hypoxia/MES,RNASE1,ENSG00000129538,Gene Expression
TAM-BDM hypoxia/MES,C15orf48,ENSG00000166920,Gene Expression
TAM-BDM hypoxia/MES,FCGBP,ENSG00000275395,Gene Expression
TAM-BDM hypoxia/MES,ADM,ENSG00000148926,Gene Expression
TAM-BDM hypoxia/MES,SNHG12,ENSG00000197989,Gene Expression
TAM-BDM hypoxia/MES,CTSL,ENSG00000135047,Gene Expression
TAM-BDM hypoxia/MES,HK2,ENSG00000159399,Gene Expression
TAM-BDM hypoxia/MES,SLC2A3,ENSG00000059804,Gene Expression
TAM-BDM hypoxia/MES,FN1,ENSG00000115414,Gene Expression
TAM-BDM hypoxia/MES,HBB,ENSG00000244734,Gene Expression
TAM-BDM hypoxia/MES,FCGR2B,ENSG00000072694,Gene Expression
TAM-BDM hypoxia/MES,SOD2,ENSG00000112096,Gene Expression
TAM-BDM hypoxia/MES,RGCC,ENSG00000102760,Gene Expression
TAM-BDM hypoxia/MES,S100A11,ENSG00000163191,Gene Expression
TAM-BDM hypoxia/MES,SLC16A3,ENSG00000141526,Gene Expression
TAM-BDM hypoxia/MES,ERO1A,ENSG00000197930,Gene Expression
TAM-BDM hypoxia/MES,SAT1,ENSG00000130066,Gene Expression
TAM-BDM hypoxia/MES,LAPTM5,ENSG00000162511,Gene Expression
TAM-BDM hypoxia/MES,SRGN,ENSG00000122862,Gene Expression
TAM-BDM hypoxia/MES,VCAN,ENSG00000038427,Gene Expression
TAM-BDM hypoxia/MES,PLAUR,ENSG00000011422,Gene Expression
TAM-BDM hypoxia/MES,MT1E,ENSG00000169715,Gene Expression
TAM-BDM hypoxia/MES,MGAT1,ENSG00000131446,Gene Expression
TAM-BDM hypoxia/MES,GLUL,ENSG00000135821,Gene Expression
TAM-BDM hypoxia/MES,GAPDH,ENSG00000111640,Gene Expression
TAM-BDM hypoxia/MES,SLC11A1,ENSG00000018280,Gene Expression
TAM-BDM hypoxia/MES,FCER1G,ENSG00000158869,Gene Expression
TAM-BDM hypoxia/MES,MT1X,ENSG00000187193,Gene Expression
TAM-BDM hypoxia/MES,VIM,ENSG00000026025,Gene Expression
TAM-BDM hypoxia/MES,RNASET2,ENSG00000026297,Gene Expression
TAM-BDM hypoxia/MES,UPP1,ENSG00000183696,Gene Expression
TAM-BDM hypoxia/MES,ANXA2,ENSG00000182718,Gene Expression
TAM-BDM MHC,HLA-DPA1,ENSG00000231389,Gene Expression
TAM-BDM MHC,HLA-DPB1,ENSG00000223865,Gene Expression
TAM-BDM MHC,HLA-DRA,ENSG00000204287,Gene Expression
TAM-BDM MHC,HLA-DQA1,ENSG00000196735,Gene Expression
TAM-BDM MHC,HLA-DRB1,ENSG00000196126,Gene Expression
TAM-BDM MHC,HLA-DQB1,ENSG00000179344,Gene Expression
TAM-BDM MHC,HLA-DRB5,ENSG00000198502,Gene Expression
TAM-BDM MHC,CD74,ENSG00000019582,Gene Expression
TAM-BDM MHC,HLA-DQA2,ENSG00000237541,Gene Expression
TAM-BDM MHC,LYZ,ENSG00000090382,Gene Expression
TAM-BDM MHC,HLA-DMA,ENSG00000204257,Gene Expression
TAM-BDM MHC,TYROBP,ENSG00000011600,Gene Expression
TAM-BDM MHC,APOE,ENSG00000130203,Gene Expression
TAM-BDM MHC,IER3,ENSG00000137331,Gene Expression
TAM-BDM MHC,HLA-DMB,ENSG00000242574,Gene Expression
TAM-BDM MHC,MS4A6A,ENSG00000110077,Gene Expression
TAM-BDM MHC,C1QA,ENSG00000173372,Gene Expression
TAM-BDM MHC,IL1B,ENSG00000125538,Gene Expression
TAM-BDM MHC,RGS2,ENSG00000116741,Gene Expression
TAM-BDM MHC,NPC2,ENSG00000119655,Gene Expression
TAM-BDM MHC,SAT1,ENSG00000130066,Gene Expression
TAM-BDM MHC,FCGRT,ENSG00000104870,Gene Expression
TAM-BDM MHC,GRN,ENSG00000030582,Gene Expression
TAM-BDM MHC,PLAUR,ENSG00000011422,Gene Expression
TAM-BDM MHC,C1QB,ENSG00000173369,Gene Expression
TAM-BDM MHC,CTSH,ENSG00000103811,Gene Expression
